sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
reliable,reliable,1,1,信頼できる,その情報源は長年にわたり信頼できると評価されている。,The source has long been considered reliable.,ready,,curated_batch13
hasty,hasty,1,1,早まった / 性急な,十分な確認をしない早まった判断は危険だ。,A hasty decision made without enough checking is risky.,ready,,curated_batch13
behavioral,behavioral,1,1,行動の / 行動に関する,その研究は子どもの行動の変化に注目している。,The study focuses on behavioral changes in children.,ready,,curated_batch13
bulky,bulky,1,1,かさばる,その機械は大きくてかさばるので運ぶのが大変だった。,The machine was bulky and hard to carry.,ready,,curated_batch13
faulty,faulty,1,1,欠陥のある / 故障した,故障した部品が事故の原因になった。,A faulty part caused the accident.,ready,,curated_batch13
hectic,hectic,1,1,非常に忙しい,年度末は職場が特に忙しくなる。,The workplace becomes especially hectic at the end of the fiscal year.,ready,,curated_batch13
knowledgeable,knowledgeable,1,1,知識のある / 物知りの,その店員は機械についてとても詳しかった。,The clerk was very knowledgeable about the machines.,ready,,curated_batch13
intact,intact,1,1,損なわれていない / そのままの,その遺跡は長い年月を経てもほぼそのまま残っていた。,The ruins remained largely intact despite the passage of time.,ready,,curated_batch13
comprehensive,comprehensive,1,1,(広い範囲を含む)包括的な,,The guide offers comprehensive advice.,ready,,matched_existing_exact
hesitant,hesitant,1,1,ためらっている,彼女はその場で返事をするのをためらっていた。,She was hesitant to answer on the spot.,ready,,curated_batch13
defensive,defensive,1,1,防御的な / 弁解がちな,質問されると彼は急に防御的な態度になった。,He became defensive when he was questioned.,ready,,curated_batch13
permanently,permanently,1,1,永久に / 恒久的に,その建物は安全上の理由で永久に閉鎖された。,The building was closed permanently for safety reasons.,ready,,curated_batch13
nonetheless,nonetheless,1,1,それでもなお,条件は厳しかったが、それでもなお彼らは挑戦を続けた。,"The conditions were severe; nonetheless, they kept trying.",ready,,curated_batch13
primarily,primarily,1,1,主として,この地域の収入は主として観光業に依存している。,The region's income depends primarily on tourism.,ready,,curated_batch13
intentionally,intentionally,1,1,意図的に,彼は意図的にその情報を省いたわけではないと言った。,He said he had not omitted the information intentionally.,ready,,curated_batch13
abruptly,abruptly,1,1,突然,会議は予想外の知らせで突然中断した。,The meeting ended abruptly because of unexpected news.,ready,,curated_batch13
outsource,outsource,1,1,外部委託する,その会社は一部の業務を海外に外部委託した。,The company outsourced some of its operations overseas.,ready,,curated_batch13
applaud,applaud,1,1,拍手する / 称賛する,観客は彼女の演説に大きな拍手を送った。,The audience applauded her speech warmly.,ready,,curated_batch13
bribe,bribe,1,1,賄賂,その事件では賄賂の受け渡しが問題になった。,The exchange of bribes became an issue in the case.,ready,,curated_batch13
replicate,replicate,1,1,再現する / 複製する,別のチームも同じ結果を再現できた。,Another team was able to replicate the same result.,ready,,curated_batch13
stroll,stroll,1,1,ぶらぶら歩く,夕食のあと、私たちは川沿いをぶらぶら歩いた。,"After dinner, we strolled along the river.",ready,,curated_batch13
swell,swell,1,1,膨らむ / 腫れる,転んだあとで足首がひどく腫れた。,His ankle began to swell badly after he fell.,ready,,curated_batch13
uphold,uphold,1,1,守る / 支持する,裁判所はその規則の有効性を支持した。,The court upheld the validity of the rule.,ready,,curated_batch13
vomit,vomit,1,1,吐く / 嘔吐する,彼は船酔いして船上で吐いてしまった。,He became seasick and vomited on the boat.,ready,,curated_batch13
expire,expire,1,1,期限が切れる,その会員証は来月で期限が切れる。,The membership card will expire next month.,ready,,curated_batch13
recruit,recruit,1,1,募集する / 採用する,その病院は新しい看護師を募集している。,The hospital is recruiting new nurses.,ready,,curated_batch13
enhance,enhance,1,1,高める / 向上させる,そのプログラムは生徒の表現力を高めることを目指している。,The program aims to enhance students' expressive ability.,ready,,curated_batch13
accumulate,accumulate,1,1,(少しずつ)蓄積する,,Dust accumulated under the sofa.,ready,,matched_existing_exact
designate,designate,1,1,指定する,その地域は国立公園として指定された。,The area was designated as a national park.,ready,,curated_batch13
conceal,conceal,1,1,隠す,彼は本当の目的を隠していた。,He was trying to conceal his true purpose.,ready,,curated_batch13
disregard,disregard,1,1,無視する,警告を無視すると重大な事故につながることがある。,Disregarding a warning can lead to a serious accident.,ready,,curated_batch13
accelerate,accelerate,1,1,(速度を)速める / 加速する,,The project accelerated after the funding arrived.,ready,,matched_existing_exact
revive,revive,1,1,復活させる / 回復させる,その町は祭りを復活させて観光を盛り上げた。,The town revived the festival and boosted tourism.,ready,,curated_batch13
enact,enact,1,1,制定する,議会は新しい安全法を制定した。,The assembly enacted a new safety law.,ready,,curated_batch13
exert,exert,1,1,及ぼす / 行使する,その指導者は地域社会に大きな影響を及ぼした。,The leader exerted a strong influence on the community.,ready,,curated_batch13
interfere,interfere,1,1,干渉する / 邪魔する,外部の雑音が録音の作業を邪魔した。,External noise interfered with the recording work.,ready,,curated_batch13
founder,founder,1,1,創設者,その会社の創設者は今も顧問として関わっている。,The founder of the company is still involved as an adviser.,ready,,curated_batch14
biologist,biologist,1,1,生物学者,その生物学者は海洋生物の変化を研究している。,The biologist studies changes in marine life.,ready,,curated_batch14
arrangement,arrangement,1,1,取り決め / 配置,会場の座席配置が朝のうちに変更された。,The seating arrangement in the hall was changed in the morning.,ready,,curated_batch14
landfill,landfill,1,1,埋立地 / ごみ埋立地,市は新しいごみ埋立地の必要性を検討している。,The city is considering the need for a new landfill site.,ready,,curated_batch14
trunk,trunk,1,1,幹 / 胴体 / トランク,,The elephant lifted the branch with its trunk.,ready,,curated_batch17
principle,principle,1,1,原則 / 信条,,Honesty is an important principle.,ready,,matched_existing_exact
independence,independence,1,1,独立 / 自立,多くの若者が経済的な自立を目標にしている。,Many young people aim for economic independence.,ready,,curated_batch14
exploration,exploration,1,1,探検 / 探査,その国は宇宙探査に多くの資金を投じている。,The country invests a great deal of money in space exploration.,ready,,curated_batch14
justice,justice,1,1,正義 / 公正,その判決は多くの人にとって公正の象徴だった。,The ruling was a symbol of justice for many people.,ready,,curated_batch14
humanity,humanity,1,1,人類 / 人間性,その災害は人類全体に共通する課題を浮き彫りにした。,The disaster highlighted challenges shared by all humanity.,ready,,curated_batch14
involvement,involvement,1,1,関与 / 参加,住民の関与なしにその計画は成功しないだろう。,The plan will not succeed without the involvement of local residents.,ready,,curated_batch14
accounting,accounting,1,1,会計,その会社は会計の透明性を高める方針を示した。,The company announced a policy to improve transparency in accounting.,ready,,curated_batch14
